N,d,var,E_in_bar,E_out_bar,E_bias
50,9,0.01,0.763772445,0.8448086,0.241374798
50,9,0.1,0.892472429,0.819043334,0.375282678
50,9,1,1.570135494,1.645100817,1.261874416
50,10,0.01,0.783185876,0.836811058,0.355561727
50,10,0.1,0.943073184,1.094983206,0.519673491
50,10,1,1.997477758,2.178960115,1.398465753
50,11,0.01,0.585942575,0.807307656,0.343850281
50,11,0.1,0.716052292,0.809485416,0.260673717
50,11,1,0.922723762,1.917172302,1.466271181
50,12,0.01,0.615303845,0.554482737,0.246751333
50,12,0.1,0.746237776,1.071889797,0.431864845
50,12,1,1.802977865,1.781822617,1.286309938
50,13,0.01,0.897463197,0.997611082,0.321410511
50,13,0.1,0.818610018,0.974501774,0.41691173
50,13,1,1.833897784,1.787178236,1.295380826
50,14,0.01,0.743117483,0.742038889,0.221601267
50,14,0.1,0.945116092,1.200276559,0.469763673
50,14,1,1.766037601,1.857556824,1.246496246
50,15,0.01,0.624677902,0.661397713,0.28515644
50,15,0.1,0.779554571,0.889718252,0.311810578
50,15,1,1.362807845,1.797404694,1.338210674
50,16,0.01,0.719354238,0.938733933,0.280380685
50,16,0.1,0.745548204,0.817869493,0.393608384
50,16,1,2.196612643,2.022132289,1.426777396
50,17,0.01,0.941154526,1.116128462,0.515332528
50,17,0.1,0.884505861,0.814156576,0.42201559
50,17,1,1.952047485,1.98811277,1.442772979
50,18,0.01,0.678498621,0.819090368,0.321139337
50,18,0.1,0.788196883,0.854384204,0.295627956
50,18,1,2.060905359,2.002814606,1.346863879
50,19,0.01,0.725038774,0.672409103,0.331803437
50,19,0.1,1.048173619,1.769586042,0.568973741
50,19,1,1.902796074,2.010691363,1.443446449
50,20,0.01,0.768100222,0.909089389,0.271613331
50,20,0.1,0.768530636,0.882047087,0.391098555
50,20,1,2.127205482,1.870525659,1.215212146
100,0,0.01,0.560383488,0.515555454,0.516479846
100,0,0.1,0.575733781,0.607313218,0.57380775
100,0,1,1.361776459,1.503368214,1.497479094
100,1,0.01,0.811732375,0.792520038,0.518430135
100,1,0.1,0.742073872,0.790657843,0.594485108
100,1,1,1.957859452,1.672550809,1.43335567
100,2,0.01,0.549161462,0.568804418,0.426111562
100,2,0.1,0.576349656,0.726176911,0.537682479
100,2,1,1.50252119,1.577006622,1.428628815
100,3,0.01,0.599742049,0.559951115,0.383766228
100,3,0.1,0.711033974,0.778087203,0.522045593
100,3,1,1.746849885,1.633037426,1.426587956
100,4,0.01,0.661209732,0.716126805,0.315575199
100,4,0.1,0.821358706,0.823925605,0.460088565
100,4,1,1.5600268,1.61061015,1.308682058
100,5,0.01,0.50932272,0.530662538,0.228761615
100,5,0.1,0.761007857,0.782975523,0.409764539
100,5,1,1.665572669,1.633391153,1.24533766
100,6,0.01,0.70615305,0.706671522,0.304591037
100,6,0.1,0.862219346,0.900777716,0.326054347
100,6,1,1.472704161,1.662924592,1.281208974
100,7,0.01,0.721300723,0.885472662,0.261646405
100,7,0.1,0.859945034,0.765281901,0.359366824
100,7,1,1.917798987,1.89392674,1.361345713
100,8,0.01,0.54070215,0.679980522,0.24273948
100,8,0.1,0.85130275,1.063227307,0.532919088
100,8,1,1.735463279,1.801527749,1.191738237
100,9,0.01,0.715274896,0.674228896,0.259100897
100,9,0.1,0.817314857,0.822845303,0.336094177
100,9,1,1.484261603,1.945120581,1.209063149
100,10,0.01,0.819350948,1.00256089,0.273947728
100,10,0.1,0.855479363,0.89064327,0.343621369
100,10,1,1.835416269,1.823607207,1.317434106
100,11,0.01,0.839588484,0.793924262,0.296518204
100,11,0.1,0.746342597,0.78108756,0.324148886
100,11,1,1.6933574,1.664346175,1.311744211
100,12,0.01,0.620137796,0.619634073,0.286104166
100,12,0.1,0.875016264,0.89467544,0.437858128
100,12,1,1.824049113,2.479754515,1.196738258
100,13,0.01,0.842392203,1.09885729,0.293298548
100,13,0.1,0.821846729,0.844468108,0.378358263
100,13,1,1.845140341,2.069003362,1.436087935
100,14,0.01,0.890070928,1.088519967,0.290660206
100,14,0.1,0.875770101,0.879883667,0.362917853
100,14,1,1.74374529,1.869470385,1.318202962
100,15,0.01,0.713923122,0.718043516,0.263568868
100,15,0.1,0.811891065,0.973127893,0.385295186
100,15,1,2.142788179,1.906265514,1.373449776
100,16,0.01,0.891265508,0.839502198,0.372453091
100,16,0.1,0.76109874,0.727942167,0.365542554
100,16,1,1.516754933,1.772131088,1.199613333
100,17,0.01,0.929225398,0.818440273,0.29515355
100,17,0.1,0.869380666,0.827015915,0.329672843
100,17,1,1.721635576,1.873051394,1.344192767
100,18,0.01,0.673838637,0.638477776,0.180450827
100,18,0.1,0.71223027,0.816894749,0.332431609
100,18,1,1.907683889,1.761505207,1.188884035
100,19,0.01,0.662633788,0.740231985,0.260182404
100,19,0.1,0.908224603,0.99567359,0.450158613
100,19,1,1.875229716,1.968664133,1.415142875
100,20,0.01,0.854953467,0.871322479,0.323619997
100,20,0.1,1.003386532,1.081634336,0.341860445
100,20,1,1.590322275,1.8480547,1.194140147
200,0,0.01,0.506397707,0.518382759,0.506797858
200,0,0.1,0.632531532,0.607809363,0.603328805
200,0,1,1.502636516,1.525423654,1.431278525
200,1,0.01,0.660881907,0.666672878,0.516989339
200,1,0.1,0.773831973,0.815149495,0.599849261
200,1,1,1.706909162,1.657586291,1.532411982
200,2,0.01,0.578972295,0.642880583,0.486246563
200,2,0.1,0.712672168,0.701098527,0.581447151
200,2,1,1.532688159,1.710470405,1.593976901
200,3,0.01,0.592778506,0.620850451,0.339446364
200,3,0.1,0.630121108,0.626594897,0.39576979
200,3,1,1.58329938,1.748841257,1.491486762
200,4,0.01,0.728245229,0.781134653,0.468621652
200,4,0.1,0.793854311,0.814685997,0.449193201
200,4,1,1.750162818,1.628443805,1.303544143
200,5,0.01,0.612957169,0.572753855,0.238112717
200,5,0.1,0.842043726,0.848825242,0.414480809
200,5,1,1.697330364,1.718649079,1.345231251
200,6,0.01,0.785601448,0.838924563,0.255776638
200,6,0.1,0.847158259,0.837831998,0.466372517
200,6,1,1.839799847,1.756311358,1.389596162
200,7,0.01,0.657296167,0.648506112,0.23150197
200,7,0.1,0.8526168,0.912691408,0.355828641
200,7,1,1.67613154,1.872674628,1.237423919
200,8,0.01,0.882236702,0.92495967,0.465685245
200,8,0.1,0.692372584,0.750170582,0.34775847
200,8,1,1.951878713,1.776535842,1.347376692
200,9,0.01,0.81214463,0.874715065,0.350090326
200,9,0.1,0.984140262,1.188212225,0.521321267
200,9,1,1.782199359,1.704134506,1.26600847
200,10,0.01,0.760319933,0.746593495,0.253795162
200,10,0.1,0.947705818,1.050741015,0.371790483
200,10,1,1.946670195,1.936238903,1.269882461
200,11,0.01,0.626280126,0.638219333,0.269956344
200,11,0.1,0.763142349,0.734276776,0.343758889
200,11,1,1.902104497,1.792186235,1.26473152
200,12,0.01,0.986511432,1.031475753,0.363535083
200,12,0.1,0.886509013,0.943281093,0.34074587
200,12,1,1.745719948,1.69913044,1.223901382
200,13,0.01,0.822915729,0.82525178,0.299372851
200,13,0.1,0.860649314,0.948235979,0.330961357
200,13,1,1.695233146,1.79206968,1.253440595
200,14,0.01,0.738727838,0.754416513,0.244083195
200,14,0.1,0.897781921,0.99894702,0.460028369
200,14,1,1.748765062,1.909516606,1.442636074
200,15,0.01,0.91567878,1.076165159,0.270574519
200,15,0.1,0.82796344,0.912273846,0.405672221
200,15,1,1.712515364,1.901347942,1.318386555
200,16,0.01,0.752992349,0.784037748,0.266717911
200,16,0.1,0.776011166,0.805784408,0.318150843
200,16,1,1.958452903,2.196760952,1.437869401
200,17,0.01,0.901083264,0.915838791,0.352661679
200,17,0.1,0.947343942,1.110643392,0.430462001
200,17,1,1.694971761,1.90061464,1.309729953
200,18,0.01,0.855927337,1.033490326,0.442629908
200,18,0.1,0.865428104,0.875897593,0.411627666
200,18,1,1.936339191,1.840625597,1.342376322
200,19,0.01,0.722516731,0.827491175,0.333248609
200,19,0.1,0.890343021,0.850964992,0.288485257
200,19,1,1.517606442,2.059261504,1.460302867
200,20,0.01,0.810447864,0.86903948,0.280604709
200,20,0.1,0.917326419,0.969246503,0.394440116
200,20,1,1.837316281,1.94604959,1.395901672
