,Accuracy_DO_BN,Time_DO_BN,F1_DO,Accuracy_BN,Time_BN,F1_BN,Accuracy_DO,Time_DO,Accuracy_NONE,Time_NONE,F1_NONE
0,0.9937,1522.773803472519,0.9909959576122547,0.9937,1468.2123682498932,0.993697246100757,0.991,1410.675250530243,0.9873,1364.817346572876,0.9872941399904507
